,time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,cf
5535,20140819:1500,721.84,535.91,229.43,12.14,46.85,19.23,3.52,0.0,0.72184
5536,20140819:1600,830.43,641.57,247.48,13.82,54.59,19.88,4.07,0.0,0.83043
5537,20140819:1700,878.33,687.01,256.56,14.56,58.81,20.21,4.48,0.0,0.87833
5538,20140819:1800,865.17,671.16,255.77,14.34,58.0,20.27,4.62,0.0,0.86517
5539,20140819:1900,794.07,595.69,245.1,13.2,52.5,20.12,4.97,0.0,0.79407
5540,20140819:2000,661.94,469.67,223.58,11.2,44.03,19.87,4.9,0.0,0.6619400000000001
5541,20140819:2100,476.05,309.93,189.57,8.52,34.04,19.57,4.34,0.0,0.47605000000000003
5542,20140819:2200,260.87,147.27,141.93,5.47,23.38,19.16,3.66,0.0,0.26087
5543,20140819:2300,73.41,27.05,75.86,2.42,12.55,18.54,2.97,0.0,0.07341
5544,20140820:0000,0.0,0.0,0.0,0.0,0.0,17.82,2.76,0.0,0.0
5545,20140820:0100,0.0,0.0,0.0,0.0,0.0,17.27,3.52,0.0,0.0
5546,20140820:0200,0.0,0.0,0.0,0.0,0.0,17.17,4.21,0.0,0.0
5547,20140820:0300,0.0,0.0,0.0,0.0,0.0,17.28,4.41,0.0,0.0
5548,20140820:0400,0.0,0.0,0.0,0.0,0.0,17.25,4.21,0.0,0.0
5549,20140820:0500,0.0,0.0,0.0,0.0,0.0,17.17,4.07,0.0,0.0
5550,20140820:0600,0.0,0.0,0.0,0.0,0.0,17.12,3.66,0.0,0.0
5551,20140820:0700,0.0,0.0,0.0,0.0,0.0,17.3,2.97,0.0,0.0
5552,20140820:0800,0.0,0.0,0.0,0.0,0.0,17.15,3.59,0.0,0.0
5553,20140820:0900,0.0,0.0,0.0,0.0,0.0,17.02,3.38,0.0,0.0
5554,20140820:1000,0.0,0.0,0.0,0.0,0.0,16.82,3.24,0.0,0.0
5555,20140820:1100,0.0,0.0,3.44,0.07,4.97,16.8,2.97,0.0,0.0
5556,20140820:1200,7.67,0.0,18.22,0.35,15.71,17.35,2.55,0.0,0.00767
5557,20140820:1300,59.13,0.0,76.54,1.48,26.52,18.22,2.28,0.0,0.05913
5558,20140820:1400,368.85,131.85,258.14,6.88,37.02,19.0,2.76,0.0,0.36885
5559,20140820:1500,414.02,112.44,325.49,7.8,46.62,19.28,2.69,0.0,0.41402
5560,20140820:1600,395.18,70.67,349.08,7.68,54.32,19.39,2.48,0.0,0.39518000000000003
5561,20140820:1700,374.98,51.34,347.55,7.39,58.49,19.69,2.76,0.0,0.37498000000000004
5562,20140820:1800,620.53,264.13,397.09,11.08,57.67,19.6,2.9,0.0,0.62053
5563,20140820:1900,572.8,249.1,356.94,10.2,52.18,20.41,3.72,0.0,0.5728
5564,20140820:2000,476.48,204.1,300.73,8.65,43.74,21.18,3.52,0.0,0.47648
5565,20140820:2100,347.16,131.58,237.84,6.58,33.77,20.86,4.14,0.0,0.34716
5566,20140820:2200,155.22,32.23,144.7,3.39,23.12,20.31,4.28,0.0,0.15522
5567,20140820:2300,59.98,22.3,65.04,2.03,12.29,19.43,3.45,0.0,0.05998
5568,20140821:0000,0.0,0.0,0.0,0.0,0.0,18.6,3.31,0.0,0.0
5569,20140821:0100,0.0,0.0,0.0,0.0,0.0,18.02,2.83,0.0,0.0
5570,20140821:0200,0.0,0.0,0.0,0.0,0.0,17.84,2.55,0.0,0.0
5571,20140821:0300,0.0,0.0,0.0,0.0,0.0,17.8,2.14,0.0,0.0
5572,20140821:0400,0.0,0.0,0.0,0.0,0.0,17.83,1.86,0.0,0.0
5573,20140821:0500,0.0,0.0,0.0,0.0,0.0,17.97,1.52,0.0,0.0
5574,20140821:0600,0.0,0.0,0.0,0.0,0.0,18.0,0.97,0.0,0.0
5575,20140821:0700,0.0,0.0,0.0,0.0,0.0,18.2,1.03,0.0,0.0
5576,20140821:0800,0.0,0.0,0.0,0.0,0.0,18.56,0.34,0.0,0.0
5577,20140821:0900,0.0,0.0,0.0,0.0,0.0,17.77,1.38,0.0,0.0
5578,20140821:1000,0.0,0.0,0.0,0.0,0.0,17.7,1.72,0.0,0.0
5579,20140821:1100,8.16,0.0,18.91,0.39,4.79,18.02,1.86,0.0,0.00816
5580,20140821:1200,82.58,15.3,89.3,2.08,15.53,18.9,1.93,0.0,0.08258
5581,20140821:1300,167.79,26.07,162.21,3.56,26.34,19.95,3.17,0.0,0.16779
5582,20140821:1400,258.92,41.64,239.15,5.22,36.82,20.94,2.83,0.0,0.25892000000000004
5583,20140821:1500,475.46,181.42,328.68,8.77,46.4,22.0,2.41,0.0,0.47546
5584,20140821:1600,82.08,0.0,102.06,1.98,54.05,22.55,2.48,0.0,0.08208
5585,20140821:1700,392.43,64.43,360.28,7.8,58.17,23.23,2.55,0.0,0.39243
5586,20140821:1800,389.14,67.75,353.24,7.71,57.33,23.55,2.83,0.0,0.38914
5587,20140821:1900,101.74,0.0,123.02,2.38,51.86,23.75,2.83,0.0,0.10174
5588,20140821:2000,83.34,0.0,103.88,2.01,43.44,23.79,2.76,0.0,0.08334
5589,20140821:2100,2.11,0.0,10.02,0.19,33.49,23.83,2.14,0.0,0.00211
5590,20140821:2200,2.13,0.0,10.02,0.19,22.85,22.56,2.28,0.0,0.00213
5591,20140821:2300,0.0,0.0,4.56,0.09,12.02,21.93,3.52,0.0,0.0
5592,20140822:0000,0.0,0.0,0.0,0.0,0.0,20.96,3.24,0.0,0.0
5593,20140822:0100,0.0,0.0,0.0,0.0,0.0,20.15,2.69,0.0,0.0
5594,20140822:0200,0.0,0.0,0.0,0.0,0.0,19.71,2.21,0.0,0.0
5595,20140822:0300,0.0,0.0,0.0,0.0,0.0,19.27,2.07,0.0,0.0
5596,20140822:0400,0.0,0.0,0.0,0.0,0.0,18.91,2.28,0.0,0.0
5597,20140822:0500,0.0,0.0,0.0,0.0,0.0,18.59,2.48,0.0,0.0
5598,20140822:0600,0.0,0.0,0.0,0.0,0.0,18.31,2.62,0.0,0.0
5599,20140822:0700,0.0,0.0,0.0,0.0,0.0,18.19,2.41,0.0,0.0
5600,20140822:0800,0.0,0.0,0.0,0.0,0.0,18.08,2.62,0.0,0.0
5601,20140822:0900,0.0,0.0,0.0,0.0,0.0,18.0,2.83,0.0,0.0
5602,20140822:1000,0.0,0.0,0.0,0.0,0.0,17.77,2.9,0.0,0.0
5603,20140822:1100,5.71,0.0,15.47,0.32,4.6,17.71,2.62,0.0,0.00571
5604,20140822:1200,69.5,5.43,82.94,1.73,15.35,17.82,2.83,0.0,0.0695
5605,20140822:1300,249.51,101.04,169.49,4.91,26.16,18.31,3.1,0.0,0.24950999999999998
5606,20140822:1400,390.38,150.97,262.45,7.2,36.63,19.33,2.55,0.0,0.39038
5607,20140822:1500,691.37,530.75,217.74,11.73,46.17,20.38,1.93,0.0,0.69137
5608,20140822:1600,790.61,636.62,236.71,13.43,53.77,20.96,1.79,0.0,0.79061
5609,20140822:1700,839.2,685.59,245.9,14.22,57.85,21.42,2.14,0.0,0.8392000000000001
5610,20140822:1800,825.94,671.91,245.26,14.04,56.99,21.68,2.07,0.0,0.82594
5611,20140822:1900,755.73,596.04,235.8,12.92,51.54,21.94,2.0,0.0,0.75573
5612,20140822:2000,633.31,469.34,214.45,10.92,43.15,21.86,2.28,0.0,0.6333099999999999
5613,20140822:2100,457.29,308.62,182.67,8.28,33.21,21.68,2.21,0.0,0.45729000000000003
5614,20140822:2200,248.27,145.7,135.14,5.24,22.58,21.02,1.86,0.0,0.24827000000000002
5615,20140822:2300,65.52,25.31,69.94,2.22,11.75,20.54,1.86,0.0,0.06552
5616,20140823:0000,0.0,0.0,0.0,0.0,0.0,19.71,2.21,0.0,0.0
5617,20140823:0100,0.0,0.0,0.0,0.0,0.0,19.16,2.28,0.0,0.0
5618,20140823:0200,0.0,0.0,0.0,0.0,0.0,18.76,2.34,0.0,0.0
5619,20140823:0300,0.0,0.0,0.0,0.0,0.0,18.66,2.41,0.0,0.0
5620,20140823:0400,0.0,0.0,0.0,0.0,0.0,18.74,2.28,0.0,0.0
5621,20140823:0500,0.0,0.0,0.0,0.0,0.0,18.87,2.41,0.0,0.0
5622,20140823:0600,0.0,0.0,0.0,0.0,0.0,18.99,2.55,0.0,0.0
5623,20140823:0700,0.0,0.0,0.0,0.0,0.0,19.04,3.03,0.0,0.0
5624,20140823:0800,0.0,0.0,0.0,0.0,0.0,18.98,3.1,0.0,0.0
5625,20140823:0900,0.0,0.0,0.0,0.0,0.0,18.85,3.1,0.0,0.0
5626,20140823:1000,0.0,0.0,0.0,0.0,0.0,18.92,3.17,0.0,0.0
5627,20140823:1100,10.05,0.0,21.49,0.44,4.42,18.9,3.31,0.0,0.01005
5628,20140823:1200,16.85,0.0,30.07,0.58,15.17,18.95,3.79,0.0,0.01685
5629,20140823:1300,78.35,0.0,96.59,1.87,25.98,19.1,4.21,0.0,0.07834999999999999
5630,20140823:1400,103.33,0.0,122.11,2.36,36.43,19.31,4.28,0.0,0.10333
5631,20140823:1500,127.32,2.3,144.1,2.82,45.94,19.66,4.41,0.0,0.12732
5632,20140823:1600,160.95,5.87,174.41,3.46,53.49,19.88,4.21,0.0,0.16094999999999998
5633,20140823:1700,150.45,5.9,164.35,3.26,57.52,20.68,4.41,0.0,0.15045
5634,20140823:1800,249.48,16.48,253.85,5.13,56.65,21.17,4.62,0.0,0.24947999999999998
5635,20140823:1900,286.37,26.73,280.61,5.79,51.22,20.79,4.34,0.0,0.28637
5636,20140823:2000,299.26,48.62,271.14,5.91,42.85,20.62,4.34,0.0,0.29925999999999997
5637,20140823:2100,190.88,19.26,191.11,3.99,32.93,20.14,4.55,0.0,0.19088
5638,20140823:2200,63.12,0.0,81.1,1.57,22.3,19.84,4.28,0.0,0.06312
5639,20140823:2300,65.07,25.46,69.04,2.21,11.47,19.55,4.0,0.0,0.06506999999999999
5640,20140824:0000,0.0,0.0,0.0,0.0,0.0,19.13,3.86,0.0,0.0
5641,20140824:0100,0.0,0.0,0.0,0.0,0.0,18.62,3.79,0.0,0.0
5642,20140824:0200,0.0,0.0,0.0,0.0,0.0,18.38,4.0,0.0,0.0
5643,20140824:0300,0.0,0.0,0.0,0.0,0.0,18.21,4.41,0.0,0.0
5644,20140824:0400,0.0,0.0,0.0,0.0,0.0,18.08,4.62,0.0,0.0
5645,20140824:0500,0.0,0.0,0.0,0.0,0.0,17.95,4.48,0.0,0.0
5646,20140824:0600,0.0,0.0,0.0,0.0,0.0,17.77,4.0,0.0,0.0
5647,20140824:0700,0.0,0.0,0.0,0.0,0.0,17.32,3.93,0.0,0.0
5648,20140824:0800,0.0,0.0,0.0,0.0,0.0,17.16,3.86,0.0,0.0
5649,20140824:0900,0.0,0.0,0.0,0.0,0.0,16.92,3.66,0.0,0.0
5650,20140824:1000,0.0,0.0,0.0,0.0,0.0,16.82,3.66,0.0,0.0
5651,20140824:1100,9.51,0.0,20.63,0.42,4.23,16.77,3.72,0.0,0.00951
5652,20140824:1200,29.65,0.0,44.65,0.86,14.99,17.39,3.66,0.0,0.02965
5653,20140824:1300,132.47,9.24,141.87,2.89,25.79,18.48,4.21,0.0,0.13247
5654,20140824:1400,221.6,25.64,214.69,4.52,36.23,19.35,4.14,0.0,0.2216
5655,20140824:1500,727.3,555.49,214.57,11.95,45.7,19.93,4.07,0.0,0.7273
5656,20140824:1600,837.95,666.75,232.59,13.69,53.21,20.24,4.07,0.0,0.8379500000000001
5657,20140824:1700,886.09,718.33,241.87,14.52,57.19,20.54,3.93,0.0,0.88609
5658,20140824:1800,869.93,704.45,241.26,14.34,56.3,20.91,3.66,0.0,0.86993
5659,20140824:1900,796.12,626.73,231.84,13.2,50.89,21.22,3.66,0.0,0.79612
5660,20140824:2000,663.58,495.36,211.49,11.17,42.54,21.23,3.59,0.0,0.6635800000000001
5661,20140824:2100,441.14,303.52,164.87,7.82,32.64,21.15,3.52,0.0,0.44114
5662,20140824:2200,236.05,122.26,143.36,4.92,22.02,20.9,3.31,0.0,0.23605
5663,20140824:2300,64.22,26.73,68.01,2.22,11.19,20.46,3.03,0.0,0.06422
5664,20140825:0000,0.0,0.0,0.0,0.0,0.0,19.83,2.97,0.0,0.0
5665,20140825:0100,0.0,0.0,0.0,0.0,0.0,19.15,2.9,0.0,0.0
5666,20140825:0200,0.0,0.0,0.0,0.0,0.0,18.73,2.69,0.0,0.0
5667,20140825:0300,0.0,0.0,0.0,0.0,0.0,18.37,2.62,0.0,0.0
5668,20140825:0400,0.0,0.0,0.0,0.0,0.0,18.17,2.55,0.0,0.0
5669,20140825:0500,0.0,0.0,0.0,0.0,0.0,18.02,2.62,0.0,0.0
5670,20140825:0600,0.0,0.0,0.0,0.0,0.0,17.95,2.55,0.0,0.0
5671,20140825:0700,0.0,0.0,0.0,0.0,0.0,17.86,2.69,0.0,0.0
5672,20140825:0800,0.0,0.0,0.0,0.0,0.0,17.72,2.55,0.0,0.0
5673,20140825:0900,0.0,0.0,0.0,0.0,0.0,17.57,2.34,0.0,0.0
5674,20140825:1000,0.0,0.0,0.0,0.0,0.0,17.46,2.07,0.0,0.0
5675,20140825:1100,4.0,0.0,12.89,0.26,4.04,17.19,1.86,0.0,0.004
5676,20140825:1200,66.2,4.85,80.26,1.66,14.81,18.23,1.31,0.0,0.06620000000000001
5677,20140825:1300,286.85,165.58,149.38,5.5,25.61,20.04,1.17,0.0,0.28685000000000005
5678,20140825:1400,547.86,409.33,182.62,9.47,36.03,21.0,1.38,0.0,0.54786
5679,20140825:1500,710.08,565.16,211.2,11.98,45.47,21.92,2.0,0.0,0.71008
5680,20140825:1600,821.78,676.71,229.16,13.73,52.93,22.7,2.83,0.0,0.82178
5681,20140825:1700,875.25,728.38,237.3,14.54,56.86,23.13,3.52,0.0,0.87525
5682,20140825:1800,863.8,714.43,236.7,14.36,55.95,23.39,3.66,0.0,0.8637999999999999
5683,20140825:1900,787.76,634.11,227.24,13.18,50.56,23.69,3.52,0.0,0.78776
5684,20140825:2000,656.27,500.03,207.96,11.13,42.23,23.57,3.45,0.0,0.65627
5685,20140825:2100,472.26,331.26,176.01,8.4,32.35,23.23,3.45,0.0,0.47226
5686,20140825:2200,252.12,156.62,129.81,5.26,21.74,22.58,3.45,0.0,0.25212
5687,20140825:2300,60.8,25.78,65.49,2.13,10.91,21.65,3.17,0.0,0.0608
5688,20140826:0000,0.0,0.0,0.0,0.0,0.0,20.5,3.03,0.0,0.0
5689,20140826:0100,0.0,0.0,0.0,0.0,0.0,19.67,2.9,0.0,0.0
5690,20140826:0200,0.0,0.0,0.0,0.0,0.0,19.27,2.69,0.0,0.0
5691,20140826:0300,0.0,0.0,0.0,0.0,0.0,19.02,2.28,0.0,0.0
5692,20140826:0400,0.0,0.0,0.0,0.0,0.0,18.77,2.0,0.0,0.0
5693,20140826:0500,0.0,0.0,0.0,0.0,0.0,18.2,1.79,0.0,0.0
5694,20140826:0600,0.0,0.0,0.0,0.0,0.0,17.9,1.66,0.0,0.0
5695,20140826:0700,0.0,0.0,0.0,0.0,0.0,18.05,2.41,0.0,0.0
5696,20140826:0800,0.0,0.0,0.0,0.0,0.0,18.62,2.76,0.0,0.0
5697,20140826:0900,0.0,0.0,0.0,0.0,0.0,18.94,3.03,0.0,0.0
5698,20140826:1000,0.0,0.0,0.0,0.0,0.0,19.11,3.17,0.0,0.0
5699,20140826:1100,7.48,0.0,18.05,0.37,3.86,19.2,3.31,0.0,0.0074800000000000005
5700,20140826:1200,115.83,68.84,82.11,3.05,14.63,20.07,3.31,0.0,0.11583
5701,20140826:1300,327.77,222.26,134.92,6.12,25.42,21.49,3.52,0.0,0.32777
5702,20140826:1400,533.64,393.74,173.82,9.05,35.82,22.47,3.79,0.0,0.53364
5703,20140826:1500,695.55,545.73,200.91,11.49,45.23,23.71,4.34,0.0,0.69555
5704,20140826:1600,801.3,653.51,218.57,13.18,52.64,24.88,4.69,0.0,0.8012999999999999
5705,20140826:1700,845.42,702.69,226.56,13.96,56.52,25.96,4.83,0.0,0.84542
5706,20140826:1800,831.81,687.57,225.93,13.76,55.6,26.8,5.24,0.0,0.8318099999999999
5707,20140826:1900,759.18,609.79,216.67,12.62,50.22,27.38,5.79,0.0,0.75918
5708,20140826:2000,625.87,478.39,197.69,10.6,41.92,27.46,5.66,0.0,0.62587
5709,20140826:2100,444.2,314.71,167.35,7.96,32.05,27.22,5.24,0.0,0.4442
5710,20140826:2200,232.64,147.25,122.99,4.94,21.45,26.93,4.76,0.0,0.23263999999999999
5711,20140826:2300,45.87,7.9,60.29,1.43,10.62,26.15,4.55,0.0,0.045869999999999994
5712,20140827:0000,0.0,0.0,0.0,0.0,0.0,25.29,4.34,0.0,0.0
5713,20140827:0100,0.0,0.0,0.0,0.0,0.0,24.38,4.07,0.0,0.0
5714,20140827:0200,0.0,0.0,0.0,0.0,0.0,23.61,3.38,0.0,0.0
5715,20140827:0300,0.0,0.0,0.0,0.0,0.0,22.74,3.52,0.0,0.0
5716,20140827:0400,0.0,0.0,0.0,0.0,0.0,21.68,4.0,0.0,0.0
5717,20140827:0500,0.0,0.0,0.0,0.0,0.0,20.55,4.28,0.0,0.0
5718,20140827:0600,0.0,0.0,0.0,0.0,0.0,19.75,3.72,0.0,0.0
5719,20140827:0700,0.0,0.0,0.0,0.0,0.0,19.91,4.69,0.0,0.0
5720,20140827:0800,0.0,0.0,0.0,0.0,0.0,19.77,4.14,0.0,0.0
5721,20140827:0900,0.0,0.0,0.0,0.0,0.0,19.43,3.59,0.0,0.0
5722,20140827:1000,0.0,0.0,0.0,0.0,0.0,18.95,3.17,0.0,0.0
5723,20140827:1100,6.9,0.0,17.19,0.35,3.67,18.3,2.76,0.0,0.006900000000000001
5724,20140827:1200,120.43,73.18,82.42,3.12,14.45,18.25,2.69,0.0,0.12043000000000001
5725,20140827:1300,344.57,235.7,134.99,6.3,25.23,18.83,3.31,0.0,0.34457
5726,20140827:1400,558.75,415.44,174.33,9.33,35.62,19.88,3.24,0.0,0.55875
5727,20140827:1500,718.66,573.11,200.55,11.82,44.99,21.09,2.9,0.0,0.71866
5728,20140827:1600,816.65,683.84,217.15,13.53,52.35,22.14,2.48,0.0,0.81665
5729,20140827:1700,665.41,349.21,379.29,11.68,56.19,23.01,2.34,0.0,0.66541
5730,20140827:1800,147.81,5.98,164.38,3.26,55.25,23.77,2.83,0.0,0.14781
5731,20140827:1900,528.59,218.74,350.94,9.55,49.88,23.35,2.97,0.0,0.52859
5732,20140827:2000,650.32,502.67,196.19,10.89,41.6,23.01,3.45,0.0,0.65032
5733,20140827:2100,467.91,331.95,166.64,8.17,31.75,22.53,4.28,0.0,0.46791000000000005
5734,20140827:2200,247.49,157.16,122.77,5.08,21.16,21.64,4.9,0.0,0.24749000000000002
5735,20140827:2300,55.83,25.56,60.26,2.01,10.33,20.46,5.1,0.0,0.05583
5736,20140828:0000,0.0,0.0,0.0,0.0,0.0,19.2,5.24,0.0,0.0
5737,20140828:0100,0.0,0.0,0.0,0.0,0.0,18.0,5.03,0.0,0.0
5738,20140828:0200,0.0,0.0,0.0,0.0,0.0,17.04,4.41,0.0,0.0
5739,20140828:0300,0.0,0.0,0.0,0.0,0.0,16.29,3.93,0.0,0.0
5740,20140828:0400,0.0,0.0,0.0,0.0,0.0,15.67,3.79,0.0,0.0
5741,20140828:0500,0.0,0.0,0.0,0.0,0.0,15.18,3.79,0.0,0.0
5742,20140828:0600,0.0,0.0,0.0,0.0,0.0,14.79,3.86,0.0,0.0
5743,20140828:0700,0.0,0.0,0.0,0.0,0.0,14.47,3.93,0.0,0.0
5744,20140828:0800,0.0,0.0,0.0,0.0,0.0,14.17,4.14,0.0,0.0
5745,20140828:0900,0.0,0.0,0.0,0.0,0.0,14.14,4.34,0.0,0.0
5746,20140828:1000,0.0,0.0,0.0,0.0,0.0,14.08,4.21,0.0,0.0
5747,20140828:1100,7.08,0.0,17.19,0.35,3.48,14.15,3.93,0.0,0.00708
5748,20140828:1200,126.94,79.35,81.87,3.21,14.27,14.93,3.72,0.0,0.12694
5749,20140828:1300,364.3,250.45,135.14,6.49,25.05,16.27,4.07,0.0,0.3643
5750,20140828:1400,586.8,437.41,172.71,9.58,35.41,17.53,3.93,0.0,0.5868
5751,20140828:1500,759.57,601.95,199.11,12.16,44.75,18.62,4.07,0.0,0.7595700000000001
5752,20140828:1600,868.55,715.65,215.75,13.9,52.06,19.44,4.07,0.0,0.8685499999999999
5753,20140828:1700,916.11,768.83,222.7,14.72,55.85,20.25,4.21,0.0,0.91611
5754,20140828:1800,898.31,752.22,222.07,14.5,54.89,20.77,4.07,0.0,0.8983099999999999
5755,20140828:1900,821.01,668.65,213.86,13.3,49.53,20.95,4.07,0.0,0.82101
5756,20140828:2000,682.86,529.53,194.78,11.2,41.28,21.04,4.14,0.0,0.68286
5757,20140828:2100,488.29,351.62,165.01,8.4,31.45,20.82,4.14,0.0,0.48829
5758,20140828:2200,256.32,167.25,121.61,5.2,20.86,20.41,4.07,0.0,0.25632
5759,20140828:2300,55.68,27.45,59.18,2.05,10.04,19.71,3.59,0.0,0.05568
5760,20140829:0000,0.0,0.0,0.0,0.0,0.0,18.73,3.03,0.0,0.0
5761,20140829:0100,0.0,0.0,0.0,0.0,0.0,17.63,3.03,0.0,0.0
5762,20140829:0200,0.0,0.0,0.0,0.0,0.0,16.71,3.31,0.0,0.0
5763,20140829:0300,0.0,0.0,0.0,0.0,0.0,15.97,3.52,0.0,0.0
5764,20140829:0400,0.0,0.0,0.0,0.0,0.0,15.46,3.38,0.0,0.0
5765,20140829:0500,0.0,0.0,0.0,0.0,0.0,15.07,3.31,0.0,0.0
5766,20140829:0600,0.0,0.0,0.0,0.0,0.0,14.83,3.17,0.0,0.0
5767,20140829:0700,0.0,0.0,0.0,0.0,0.0,14.22,2.55,0.0,0.0
5768,20140829:0800,0.0,0.0,0.0,0.0,0.0,13.88,2.34,0.0,0.0
5769,20140829:0900,0.0,0.0,0.0,0.0,0.0,13.68,2.28,0.0,0.0
5770,20140829:1000,0.0,0.0,0.0,0.0,0.0,13.62,2.14,0.0,0.0
5771,20140829:1100,1.96,0.0,9.46,0.19,3.29,13.71,2.0,0.0,0.00196
5772,20140829:1200,60.79,4.29,73.93,1.52,14.08,14.88,1.93,0.0,0.06079
5773,20140829:1300,122.1,7.49,132.68,2.68,24.86,16.94,2.34,0.0,0.1221
5774,20140829:1400,311.76,87.34,242.92,5.86,35.2,18.15,2.76,0.0,0.31176
5775,20140829:1500,600.77,349.96,283.62,10.02,44.5,19.02,3.1,0.0,0.60077
5776,20140829:1600,763.28,531.03,287.32,12.46,51.76,19.77,3.31,0.0,0.76328
5777,20140829:1700,778.08,510.7,324.04,12.77,55.5,20.18,3.72,0.0,0.77808
5778,20140829:1800,788.41,541.83,304.2,12.88,54.53,20.41,3.86,0.0,0.7884099999999999
5779,20140829:1900,807.66,659.74,203.94,12.97,49.19,20.23,4.0,0.0,0.8076599999999999
5780,20140829:2000,664.96,517.09,185.98,10.83,40.95,20.25,3.79,0.0,0.66496
5781,20140829:2100,470.39,339.39,156.5,8.03,31.14,20.0,4.0,0.0,0.47039
5782,20140829:2200,186.01,89.75,121.98,3.86,20.56,19.53,4.07,0.0,0.18600999999999998
5783,20140829:2300,49.51,24.19,54.27,1.83,9.74,18.92,4.0,0.0,0.04951
5784,20140830:0000,0.0,0.0,0.0,0.0,0.0,18.11,3.79,0.0,0.0
5785,20140830:0100,0.0,0.0,0.0,0.0,0.0,17.63,3.72,0.0,0.0
5786,20140830:0200,0.0,0.0,0.0,0.0,0.0,17.55,3.72,0.0,0.0
5787,20140830:0300,0.0,0.0,0.0,0.0,0.0,17.52,3.52,0.0,0.0
5788,20140830:0400,0.0,0.0,0.0,0.0,0.0,17.52,3.17,0.0,0.0
5789,20140830:0500,0.0,0.0,0.0,0.0,0.0,17.53,2.62,0.0,0.0
5790,20140830:0600,0.0,0.0,0.0,0.0,0.0,17.69,2.34,0.0,0.0
5791,20140830:0700,0.0,0.0,0.0,0.0,0.0,17.95,2.76,0.0,0.0
5792,20140830:0800,0.0,0.0,0.0,0.0,0.0,18.16,2.97,0.0,0.0
5793,20140830:0900,0.0,0.0,0.0,0.0,0.0,18.37,3.1,0.0,0.0
5794,20140830:1000,0.0,0.0,0.0,0.0,0.0,18.55,3.17,0.0,0.0
5795,20140830:1100,0.0,0.0,3.44,0.07,3.1,18.6,3.17,0.0,0.0
5796,20140830:1200,19.1,0.0,32.8,0.64,13.9,19.17,2.97,0.0,0.019100000000000002
5797,20140830:1300,180.73,43.19,158.73,3.71,24.66,20.31,3.24,0.0,0.18073
5798,20140830:1400,241.02,39.32,222.85,4.83,34.99,21.24,3.66,0.0,0.24102
5799,20140830:1500,598.14,356.53,280.54,10.02,44.26,22.42,4.0,0.0,0.59814
5800,20140830:1600,814.47,689.48,195.32,13.11,51.47,23.65,4.28,0.0,0.81447
5801,20140830:1700,741.99,474.0,332.03,12.39,55.16,24.77,4.62,0.0,0.74199
5802,20140830:1800,660.67,349.04,366.59,11.38,54.16,25.8,5.03,0.0,0.66067
5803,20140830:1900,636.14,372.73,315.24,10.83,48.84,26.43,5.24,0.0,0.63614
5804,20140830:2000,527.12,309.06,258.47,9.09,40.63,26.73,5.38,0.0,0.52712
5805,20140830:2100,383.58,235.51,181.64,6.88,30.83,26.75,4.9,0.0,0.38358
5806,20140830:2200,7.9,0.0,19.14,0.37,20.26,26.5,5.66,0.0,0.0079
5807,20140830:2300,0.27,0.0,6.38,0.12,9.44,25.48,5.66,0.0,0.00027
5808,20140831:0000,0.0,0.0,0.0,0.0,0.0,23.88,5.24,0.0,0.0
5809,20140831:0100,0.0,0.0,0.0,0.0,0.0,23.13,4.21,0.0,0.0
5810,20140831:0200,0.0,0.0,0.0,0.0,0.0,22.67,4.28,0.0,0.0
5811,20140831:0300,0.0,0.0,0.0,0.0,0.0,22.5,4.9,0.0,0.0
5812,20140831:0400,0.0,0.0,0.0,0.0,0.0,22.4,5.03,0.0,0.0
5813,20140831:0500,0.0,0.0,0.0,0.0,0.0,22.27,4.83,0.0,0.0
5814,20140831:0600,0.0,0.0,0.0,0.0,0.0,22.18,4.83,0.0,0.0
5815,20140831:0700,0.0,0.0,0.0,0.0,0.0,22.88,5.79,0.0,0.0
5816,20140831:0800,0.0,0.0,0.0,0.0,0.0,22.77,5.52,0.0,0.0
5817,20140831:0900,0.0,0.0,0.0,0.0,0.0,22.53,5.03,0.0,0.0
5818,20140831:1000,0.0,0.0,0.0,0.0,0.0,22.09,4.62,0.0,0.0
5819,20140831:1100,2.82,0.0,11.18,0.23,2.91,21.76,4.55,0.0,0.00282
5820,20140831:1200,86.34,36.26,77.81,2.21,13.71,21.89,4.62,0.0,0.08634
5821,20140831:1300,189.22,52.29,159.66,3.85,24.47,22.38,4.76,0.0,0.18922
5822,20140831:1400,380.25,162.93,241.9,6.81,34.78,23.03,5.24,0.0,0.38025
5823,20140831:1500,602.78,365.57,275.59,10.02,44.01,23.79,5.31,0.0,0.60278
5824,20140831:1600,624.83,313.52,355.01,10.69,51.17,24.11,5.24,0.0,0.62483
5825,20140831:1700,617.93,277.09,385.64,10.78,54.81,24.79,5.59,0.0,0.61793
5826,20140831:1800,439.35,105.9,365.75,8.35,53.79,25.25,5.79,0.0,0.43935
5827,20140831:1900,398.92,101.14,330.82,7.64,48.48,26.52,5.31,0.0,0.39892
5828,20140831:2000,448.0,198.88,284.24,8.05,40.29,26.63,5.31,0.0,0.448
5829,20140831:2100,320.13,148.29,201.8,5.96,30.51,26.67,5.1,0.0,0.32012999999999997
5830,20140831:2200,228.52,160.55,106.72,4.73,19.96,26.27,4.69,0.0,0.22852
